direction,asset,open_time,open_price,label,expiration,trade_amount,hour,weekday,is_weekend,source
SELL,XAUUSD,2024-10-03,2651.87,1,S60,0.01,0,3,0,forex
SELL,XAUUSD,2024-10-04,2654.66,1,S60,0.01,0,4,0,forex
SELL,XAUUSD,2024-10-04,2657.23,1,S60,0.01,0,4,0,forex
SELL,XAUUSD,2024-10-04,2661.81,1,S60,0.01,0,4,0,forex
SELL,XAUUSD,2024-10-07,2657.36,1,S60,0.01,0,0,0,forex
BUY,XAUUSD,2024-10-07,2645.14,1,S60,0.01,0,0,0,forex
BUY,XAUUSD,2024-10-07,2642.82,1,S60,0.01,0,0,0,forex
BUY,XAUUSD,2024-10-07,2638.78,1,S60,0.01,0,0,0,forex
SELL,XAUUSD,2024-10-07,2644.72,1,S60,0.01,0,0,0,forex
SELL,XAUUSD,2024-10-07,2646.36,1,S60,0.01,0,0,0,forex
SELL,XAUUSD,2024-10-07,2648.74,1,S60,0.01,0,0,0,forex
SELL,XAUUSD,2024-10-08,2647.56,1,S60,0.01,0,1,0,forex
SELL,XAUUSD,2024-10-08,2640.41,0,S60,0.01,0,1,0,forex
SELL,XAUUSD,2024-10-08,2643.94,1,S60,0.01,0,1,0,forex
SELL,XAUUSD,2024-10-08,2647.07,1,S60,0.01,0,1,0,forex
SELL,XAUUSD,2024-10-08,2650.18,1,S60,0.01,0,1,0,forex
SELL,XAUUSD,2024-10-10,2617.37,1,S60,0.01,0,3,0,forex
SELL,XAUUSD,2024-10-11,2634.93,0,S60,0.01,0,4,0,forex
BUY,EUR/USD OTC,2025-11-16,1.12654,1,S60,1.0,0,6,1,forex
BUY,EUR/USD OTC,2025-11-16,1.12657,1,S60,1.0,0,6,1,forex
SELL,EUR/USD OTC,2025-11-16,1.12532,1,S60,1.0,0,6,1,forex
SELL,AUD/USD OTC,2025-11-16,0.65225,0,S60,1.0,0,6,1,forex
SELL,AUD/USD OTC,2025-11-17,0.65285,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65307,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65357,1,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65353,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65546,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65518,0,S60,1.0,0,0,0,forex
SELL,EUR/USD OTC,2025-11-17,1.12645,1,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65518,0,S60,1.0,0,0,0,forex
SELL,EUR/USD OTC,2025-11-17,1.12549,1,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65619,1,S60,1.0,0,0,0,forex
SELL,EUR/USD OTC,2025-11-17,1.12446,1,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65662,0,S60,1.0,0,0,0,forex
SELL,EUR/USD OTC,2025-11-17,1.12414,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65616,0,S60,1.0,0,0,0,forex
SELL,EUR/USD OTC,2025-11-17,1.12476,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65728,0,S60,1.0,0,0,0,forex
SELL,USD/MXN OTC,2025-11-17,17.8837,0,S60,1.0,0,0,0,forex
SELL,EUR/USD OTC,2025-11-17,1.12603,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65779,1,S60,1.0,0,0,0,forex
SELL,USD/MXN OTC,2025-11-17,17.9089,0,S60,1.0,0,0,0,forex
SELL,EUR/USD OTC,2025-11-17,1.1271,0,S60,1.0,0,0,0,forex
SELL,USD/MXN OTC,2025-11-17,17.9215,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65615,1,S60,1.0,0,0,0,forex
SELL,GBP/USD OTC,2025-11-17,1.35351,1,S60,1.0,0,0,0,forex
SELL,GBP/USD OTC,2025-11-17,1.35191,0,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.12698,1,S60,1.0,0,0,0,forex
BUY,AUD/USD OTC,2025-11-17,0.65587,1,S60,1.0,0,0,0,forex
BUY,AUD/USD OTC,2025-11-17,0.65677,1,S60,1.0,0,0,0,forex
BUY,AUD/USD OTC,2025-11-17,0.65702,1,S60,1.0,0,0,0,forex
SELL,EUR/USD OTC,2025-11-17,1.12734,0,S60,1.0,0,0,0,forex
BUY,AUD/USD OTC,2025-11-17,0.65647,1,S60,1.0,0,0,0,forex
BUY,USD/JPY OTC,2025-11-17,152.534,0,S60,1.0,0,0,0,forex
BUY,USD/JPY OTC,2025-11-17,152.34,1,S60,1.0,0,0,0,forex
BUY,USD/JPY OTC,2025-11-17,152.506,0,S60,1.0,0,0,0,forex
BUY,USD/MXN OTC,2025-11-17,17.9642,0,S60,1.0,0,0,0,forex
BUY,USD/MXN OTC,2025-11-17,17.9578,0,S60,1.0,0,0,0,forex
BUY,USD/COP OTC,2025-11-17,3736.67,1,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.12543,0,S60,1.0,0,0,0,forex
BUY,AUD/CAD OTC,2025-11-17,0.84412,1,S60,1.0,0,0,0,forex
SELL,USD/JPY OTC,2025-11-17,152.526,1,S60,1.0,0,0,0,forex
SELL,USD/JPY OTC,2025-11-17,152.454,1,S60,1.0,0,0,0,forex
SELL,USD/ARS OTC,2025-11-17,1206.57,1,S60,1.0,0,0,0,forex
SELL,USD/ARS OTC,2025-11-17,1206.59,0,S60,1.0,0,0,0,forex
SELL,USD/ARS OTC,2025-11-17,1207.5,1,S60,1.0,0,0,0,forex
BUY,AUD/USD OTC,2025-11-17,0.65716,0,S60,1.0,0,0,0,forex
SELL,AUD/CAD OTC,2025-11-17,0.83863,0,S60,1.0,0,0,0,forex
SELL,USD/CAD OTC,2025-11-17,1.43721,1,S60,1.0,0,0,0,forex
BUY,AUD/USD OTC,2025-11-17,0.65598,0,S60,1.0,0,0,0,forex
SELL,USD/MXN OTC,2025-11-17,17.8174,1,S60,1.0,0,0,0,forex
SELL,USD/MXN OTC,2025-11-17,17.7848,1,S60,1.0,0,0,0,forex
SELL,EUR/USD OTC,2025-11-17,1.12362,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65528,0,S60,1.0,0,0,0,forex
SELL,USD/COP OTC,2025-11-17,3726.1,1,S60,1.0,0,0,0,forex
SELL,USD/JPY OTC,2025-11-17,152.696,0,S60,1.0,0,0,0,forex
SELL,AUD/USD OTC,2025-11-17,0.65519,1,S60,1.0,0,0,0,forex
BUY,USD/ARS OTC,2025-11-17,1199.88,0,S60,1.0,0,0,0,forex
BUY,USD/COP OTC,2025-11-17,3736.89,0,S60,1.0,0,0,0,forex
BUY,USD/JPY OTC,2025-11-17,152.747,0,S60,1.0,0,0,0,forex
SELL,USD/ARS OTC,2025-11-17,1201.87,1,S60,1.0,0,0,0,forex
SELL,USD/ARS OTC,2025-11-17,1201.76,1,S60,1.0,0,0,0,forex
BUY,AUD/CAD OTC,2025-11-17,0.84224,1,S60,1.0,0,0,0,forex
SELL,USD/ARS OTC,2025-11-17,1202.33,1,S60,1.0,0,0,0,forex
SELL,USD/ARS OTC,2025-11-17,1202.11,1,S60,1.0,0,0,0,forex
SELL,AUD/CAD OTC,2025-11-17,0.84234,0,S60,1.0,0,0,0,forex
SELL,USD/COP OTC,2025-11-17,3737.14,1,S60,1.0,0,0,0,forex
SELL,USD/COP OTC,2025-11-17,3735.9,0,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.12758,0,S60,1.0,0,0,0,forex
SELL,USD/ARS OTC,2025-11-17,1200.69,1,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.1273,1,S60,1.0,0,0,0,forex
BUY,USD/CAD OTC,2025-11-17,1.44441,0,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.12701,0,S60,1.0,0,0,0,forex
BUY,USD/MXN OTC,2025-11-17,18.123,1,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.13607,1,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.13672,0,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.13614,0,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.13591,1,S60,1.0,0,0,0,forex
BUY,USD/MXN OTC,2025-11-17,18.2082,0,S60,1.0,0,0,0,forex
BUY,EUR/USD OTC,2025-11-17,1.13657,0,S60,1.0,0,0,0,forex
BUY,USD/MXN OTC,2025-11-17,18.1461,1,S60,1.0,0,0,0,forex
SELL,GBP/USD OTC,2025-11-18,1.36269,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.35506,0,S60,1.0,0,1,0,forex
BUY,USD/MXN OTC,2025-11-18,18.2082,0,S60,1.0,0,1,0,forex
SELL,AUD/USD OTC,2025-11-18,0.65799,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.14161,0,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.14131,0,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.14044,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.14026,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.35216,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.35433,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.35499,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.13994,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.35343,1,S60,1.0,0,1,0,forex
BUY,USD/JPY OTC,2025-11-18,155.55,0,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.136,0,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.13431,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.35183,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.34949,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.34924,0,S60,1.0,0,1,0,forex
BUY,AUD/CAD OTC,2025-11-18,0.89286,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.3485,1,S60,1.0,0,1,0,forex
BUY,AUD/CAD OTC,2025-11-18,0.90037,0,S60,1.0,0,1,0,forex
BUY,USD/COP OTC,2025-11-18,3860.32,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.34917,0,S60,1.0,0,1,0,forex
SELL,EUR/USD OTC,2025-11-18,1.13626,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.35127,1,S60,1.0,0,1,0,forex
SELL,EUR/USD OTC,2025-11-18,1.13498,0,S60,1.0,0,1,0,forex
BUY,AUD/CAD OTC,2025-11-18,0.90187,0,S60,1.0,0,1,0,forex
SELL,EUR/USD OTC,2025-11-18,1.13628,1,S60,1.0,0,1,0,forex
SELL,EUR/USD OTC,2025-11-18,1.13569,0,S60,1.0,0,1,0,forex
BUY,AUD/CAD OTC,2025-11-18,0.9005,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.35014,1,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.43833,1,S60,1.0,0,1,0,forex
BUY,USD/JPY OTC,2025-11-18,155.695,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.34635,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.34572,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.34226,0,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.43421,1,S60,1.0,0,1,0,forex
BUY,AUD/CAD OTC,2025-11-18,0.89975,0,S60,1.0,0,1,0,forex
SELL,USD/COP OTC,2025-11-18,3822.3,1,S60,1.0,0,1,0,forex
BUY,AUD/CAD OTC,2025-11-18,0.8965,1,S60,1.0,0,1,0,forex
SELL,USD/ARS OTC,2025-11-18,1199.37,1,S60,1.0,0,1,0,forex
SELL,USD/COP OTC,2025-11-18,3827.25,0,S60,1.0,0,1,0,forex
SELL,USD/COP OTC,2025-11-18,3830.83,1,S60,1.0,0,1,0,forex
BUY,USD/MXN OTC,2025-11-18,18.5452,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.34115,1,S60,1.0,0,1,0,forex
BUY,AUD/CAD OTC,2025-11-18,0.90107,0,S60,1.0,0,1,0,forex
BUY,USD/MXN OTC,2025-11-18,18.5616,1,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.43283,1,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.43284,0,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.43356,0,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.43448,1,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.43445,0,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.43427,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.34046,1,S60,1.0,0,1,0,forex
BUY,USD/MXN OTC,2025-11-18,18.6635,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.15474,0,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.154,0,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.15354,0,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.15342,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.15367,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.34081,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.33912,0,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.1554,1,S60,1.0,0,1,0,forex
BUY,USD/MXN OTC,2025-11-18,18.7496,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.15649,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.15656,1,S60,1.0,0,1,0,forex
BUY,USD/MXN OTC,2025-11-18,18.7191,0,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.15612,1,S60,1.0,0,1,0,forex
SELL,USD/COP OTC,2025-11-18,3798.88,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.33393,1,S60,1.0,0,1,0,forex
BUY,AUD/CAD OTC,2025-11-18,0.90213,0,S60,1.0,0,1,0,forex
BUY,USD/MXN OTC,2025-11-18,18.576,0,S60,1.0,0,1,0,forex
BUY,USD/MXN OTC,2025-11-18,18.545,1,S60,1.0,0,1,0,forex
BUY,USD/MXN OTC,2025-11-18,18.5582,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.33195,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.15566,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.15836,0,S60,1.0,0,1,0,forex
BUY,USD/JPY OTC,2025-11-18,156.34,1,S60,1.0,0,1,0,forex
BUY,AUD/USD OTC,2025-11-18,0.65906,1,S60,1.0,0,1,0,forex
SELL,USD/MXN OTC,2025-11-18,18.6773,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.33532,1,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.40038,1,S60,1.0,0,1,0,forex
SELL,USD/COP OTC,2025-11-18,3800.15,1,S60,1.0,0,1,0,forex
BUY,USD/JPY OTC,2025-11-18,156.254,0,S60,1.0,0,1,0,forex
BUY,USD/JPY OTC,2025-11-18,156.084,1,S60,1.0,0,1,0,forex
BUY,USD/JPY OTC,2025-11-18,156.126,1,S60,1.0,0,1,0,forex
SELL,USD/CAD OTC,2025-11-18,1.40239,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.32856,0,S60,1.0,0,1,0,forex
SELL,USD/JPY OTC,2025-11-18,156.155,1,S60,1.0,0,1,0,forex
SELL,USD/JPY OTC,2025-11-18,156.138,1,S60,1.0,0,1,0,forex
SELL,USD/COP OTC,2025-11-18,3764.1,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-18,1.166,0,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.33162,0,S60,1.0,0,1,0,forex
SELL,USD/COP OTC,2025-11-18,3759.55,1,S60,1.0,0,1,0,forex
BUY,AUD/USD OTC,2025-11-18,0.66612,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.33111,1,S60,1.0,0,1,0,forex
SELL,GBP/USD OTC,2025-11-18,1.32881,1,S60,1.0,0,1,0,forex
BUY,EUR/USD OTC,2025-11-19,1.16463,0,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.16414,1,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.1647,0,S60,1.0,0,2,0,forex
SELL,USD/JPY OTC,2025-11-19,155.135,1,S60,1.0,0,2,0,forex
BUY,AUD/USD OTC,2025-11-19,0.67107,1,S60,1.0,0,2,0,forex
SELL,USD/JPY OTC,2025-11-19,154.897,1,S60,1.0,0,2,0,forex
SELL,USD/JPY OTC,2025-11-19,154.903,1,S60,1.0,0,2,0,forex
SELL,USD/COP OTC,2025-11-19,3750.08,0,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.16435,1,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.16817,1,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.32548,0,S60,1.0,0,2,0,forex
SELL,USD/MXN OTC,2025-11-19,17.989,0,S60,1.0,0,2,0,forex
SELL,USD/ARS OTC,2025-11-19,1184.36,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.32631,1,S60,1.0,0,2,0,forex
SELL,USD/JPY OTC,2025-11-19,154.897,0,S60,1.0,0,2,0,forex
BUY,AUD/USD OTC,2025-11-19,0.66718,0,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.16352,0,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.16331,1,S60,1.0,0,2,0,forex
SELL,USD/MXN OTC,2025-11-19,18.1287,1,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.16245,0,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.16019,0,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.1593,0,S60,1.0,0,2,0,forex
SELL,AUD/CAD OTC,2025-11-19,0.89152,0,S60,1.0,0,2,0,forex
SELL,USD/MXN OTC,2025-11-19,18.1021,1,S60,1.0,0,2,0,forex
SELL,USD/JPY OTC,2025-11-19,155.438,1,S60,1.0,0,2,0,forex
BUY,USD/JPY OTC,2025-11-19,155.393,0,S60,1.0,0,2,0,forex
SELL,AUD/CAD OTC,2025-11-19,0.90073,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15884,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15856,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15935,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15892,0,S60,1.0,0,2,0,forex
SELL,USD/ARS OTC,2025-11-19,1167.2,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15968,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.16014,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.16092,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.16147,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.16232,0,S60,1.0,0,2,0,forex
SELL,USD/ARS OTC,2025-11-19,1166.66,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.16375,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.16218,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.16336,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.16242,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.16227,0,S60,1.0,0,2,0,forex
SELL,USD/ARS OTC,2025-11-19,1167.9,1,S60,1.0,0,2,0,forex
BUY,AUD/CAD OTC,2025-11-19,0.90972,1,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30929,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30943,1,S60,1.0,0,2,0,forex
BUY,AUD/CAD OTC,2025-11-19,0.90497,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30665,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30608,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30672,1,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30546,1,S60,1.0,0,2,0,forex
SELL,USD/ARS OTC,2025-11-19,1171.24,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30169,1,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.16188,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30059,1,S60,1.0,0,2,0,forex
SELL,USD/COP OTC,2025-11-19,3726.48,0,S60,1.0,0,2,0,forex
BUY,EUR/USD OTC,2025-11-19,1.15843,1,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.29783,1,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.29722,1,S60,1.0,0,2,0,forex
BUY,USD/JPY OTC,2025-11-19,155.778,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.29659,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.29841,0,S60,1.0,0,2,0,forex
SELL,USD/COP OTC,2025-11-19,3732.58,1,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30535,1,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30277,1,S60,1.0,0,2,0,forex
BUY,USD/CAD OTC,2025-11-19,1.40976,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15572,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15443,1,S60,1.0,0,2,0,forex
BUY,USD/MXN OTC,2025-11-19,18.2599,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15406,0,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.29769,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15424,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15469,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15407,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15333,1,S60,1.0,0,2,0,forex
SELL,USD/CAD OTC,2025-11-19,1.40692,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15257,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15452,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.1543,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15417,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.1558,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15476,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15598,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15483,0,S60,1.0,0,2,0,forex
BUY,USD/COP OTC,2025-11-19,3749.67,0,S60,1.0,0,2,0,forex
BUY,USD/JPY OTC,2025-11-19,156.252,0,S60,1.0,0,2,0,forex
BUY,USD/MXN OTC,2025-11-19,18.2984,0,S60,1.0,0,2,0,forex
BUY,USD/JPY OTC,2025-11-19,156.302,1,S60,1.0,0,2,0,forex
BUY,USD/MXN OTC,2025-11-19,18.2774,1,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30064,1,S60,1.0,0,2,0,forex
SELL,GBP/USD OTC,2025-11-19,1.30002,0,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15698,1,S60,1.0,0,2,0,forex
BUY,USD/COP OTC,2025-11-19,3752.52,1,S60,1.0,0,2,0,forex
SELL,EUR/USD OTC,2025-11-19,1.15509,0,S60,1.0,0,2,0,forex
SELL,USD/CAD OTC,2025-11-19,1.40128,0,S60,1.0,0,2,0,forex
BUY,USD/JPY OTC,2025-11-19,156.953,1,S60,1.0,0,2,0,forex
BUY,USD/JPY OTC,2025-11-19,156.966,1,S60,1.0,0,2,0,forex
SELL,USD/CAD OTC,2025-11-19,1.4032,1,S60,1.0,0,2,0,forex
SELL,AUD/CAD OTC,2025-11-19,0.88507,1,S60,1.0,0,2,0,forex
SELL,AUD/CAD OTC,2025-11-19,0.88407,1,S60,1.0,0,2,0,forex
BUY,USD/JPY OTC,2025-11-19,157.157,0,S60,1.0,0,2,0,forex
BUY,USD/JPY OTC,2025-11-19,157.11,0,S60,1.0,0,2,0,forex
SELL,AUD/CAD OTC,2025-11-20,0.88599,1,S60,1.0,0,3,0,forex
SELL,AUD/CAD OTC,2025-11-20,0.88558,1,S60,1.0,0,3,0,forex
BUY,USD/JPY OTC,2025-11-20,156.999,1,S60,1.0,0,3,0,forex
SELL,AUD/CAD OTC,2025-11-20,0.88498,1,S60,1.0,0,3,0,forex
BUY,USD/JPY OTC,2025-11-20,156.965,1,S60,1.0,0,3,0,forex
BUY,USD/JPY OTC,2025-11-20,156.93,1,S60,1.0,0,3,0,forex
SELL,AUD/CAD OTC,2025-11-20,0.88874,1,S60,1.0,0,3,0,forex
BUY,USD/JPY OTC,2025-11-20,156.802,1,S60,1.0,0,3,0,forex
BUY,USD/JPY OTC,2025-11-20,156.815,0,S60,1.0,0,3,0,forex
BUY,USD/JPY OTC,2025-11-20,156.748,1,S60,1.0,0,3,0,forex
BUY,EUR/USD OTC,2025-11-20,1.15421,0,S60,1.0,0,3,0,forex
BUY,EUR/USD OTC,2025-11-20,1.15409,1,S60,1.0,0,3,0,forex
BUY,EUR/USD OTC,2025-11-20,1.15402,0,S60,1.0,0,3,0,forex
SELL,GBP/USD OTC,2025-11-20,1.29556,1,S60,1.0,0,3,0,forex
SELL,USD/ARS OTC,2025-11-20,1167.35,0,S60,1.0,0,3,0,forex
BUY,EUR/USD OTC,2025-11-20,1.15363,0,S60,1.0,0,3,0,forex
BUY,USD/JPY OTC,2025-11-20,156.799,1,S60,1.0,0,3,0,forex
