timestamp,trade_id,pair,timeframe,decision,signal_score,pattern_detected,price,ema,rsi,ema_conf,tf_signal,atr,triangle_active,reversal_candle,near_support,near_resistance,support_level,resistance_level,htf_signal,result,profit_loss,expiry_time,notes
2025-11-17 06:01:10,cc16fcc6,USD/CAD OTC,S300,SELL,,Importado de Excel,1.43721,,,-1,,,,,,,,,,WIN,0.43,18000,Importado de cuenta_real.xlsx
2025-11-17 06:06:40,c7e04bff,AUD/USD OTC,S600,BUY,,Importado de Excel,0.65598,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 06:17:10,756e47cf,USD/MXN OTC,S600,SELL,,Importado de Excel,17.8174,,,-1,,,,,,,,,,WIN,0.52,36000,Importado de cuenta_real.xlsx
2025-11-17 06:27:40,3e0b21e4,USD/MXN OTC,S600,SELL,,Importado de Excel,17.7848,,,-1,,,,,,,,,,WIN,0.53,36000,Importado de cuenta_real.xlsx
2025-11-17 06:38:10,69b5f6e6,EUR/USD OTC,S600,SELL,,Importado de Excel,1.12362,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 06:48:41,7e82a2da,AUD/USD OTC,S600,SELL,,Importado de Excel,0.65528,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 06:59:11,20ab2dc3,USD/COP OTC,S600,SELL,,Importado de Excel,3726.1,,,-1,,,,,,,,,,WIN,0.74,36000,Importado de cuenta_real.xlsx
2025-11-17 07:09:42,bff9c8e6,USD/JPY OTC,S600,SELL,,Importado de Excel,152.696,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 07:20:12,22ba1493,AUD/USD OTC,S300,SELL,,Importado de Excel,0.65519,,,-1,,,,,,,,,,WIN,0.92,18000,Importado de cuenta_real.xlsx
2025-11-17 07:25:42,dd6b34e0,USD/ARS OTC,S600,BUY,,Importado de Excel,1199.88,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 07:36:13,f775a3ff,USD/COP OTC,S300,BUY,,Importado de Excel,3736.89,,,1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-17 07:41:43,cd99f5b4,USD/JPY OTC,S600,BUY,,Importado de Excel,152.747,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 07:52:13,c5f4a9a8,USD/ARS OTC,S600,SELL,,Importado de Excel,1201.87,,,-1,,,,,,,,,,WIN,0.84,36000,Importado de cuenta_real.xlsx
2025-11-17 08:02:43,8a85d581,USD/ARS OTC,S600,SELL,,Importado de Excel,1201.76,,,-1,,,,,,,,,,WIN,0.74,36000,Importado de cuenta_real.xlsx
2025-11-17 08:13:13,ef0036ec,AUD/CAD OTC,S600,BUY,,Importado de Excel,0.84224,,,1,,,,,,,,,,WIN,0.92,36000,Importado de cuenta_real.xlsx
2025-11-17 08:23:44,cd5a5432,USD/ARS OTC,S600,SELL,,Importado de Excel,1202.33,,,-1,,,,,,,,,,WIN,0.67,36000,Importado de cuenta_real.xlsx
2025-11-17 08:34:14,e84fbc45,USD/ARS OTC,S600,SELL,,Importado de Excel,1202.11,,,-1,,,,,,,,,,WIN,0.47,36000,Importado de cuenta_real.xlsx
2025-11-17 08:44:44,ec35f0de,AUD/CAD OTC,S600,SELL,,Importado de Excel,0.84234,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 08:55:14,75b2ae81,USD/COP OTC,S600,SELL,,Importado de Excel,3737.14,,,-1,,,,,,,,,,WIN,0.73,36000,Importado de cuenta_real.xlsx
2025-11-17 09:05:45,ade3a008,USD/COP OTC,S300,SELL,,Importado de Excel,3735.9,,,-1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-17 09:11:15,a12b929a,EUR/USD OTC,S600,BUY,,Importado de Excel,1.12758,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 09:21:46,1dc3ab39,USD/ARS OTC,S300,SELL,,Importado de Excel,1200.69,,,-1,,,,,,,,,,WIN,0.92,18000,Importado de cuenta_real.xlsx
2025-11-17 09:27:16,9d072068,EUR/USD OTC,S600,BUY,,Importado de Excel,1.1273,,,1,,,,,,,,,,WIN,0.92,36000,Importado de cuenta_real.xlsx
2025-11-17 09:37:46,db1ce877,USD/CAD OTC,S600,BUY,,Importado de Excel,1.44441,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 09:48:17,461ac994,EUR/USD OTC,S600,BUY,,Importado de Excel,1.12701,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 21:18:00,b877bb6b,USD/MXN OTC,S900,BUY,,Importado de Excel,18.123,,,1,,,,,,,,,,WIN,0.55,54000,Importado de cuenta_real.xlsx
2025-11-17 21:33:49,f179c9f0,EUR/USD OTC,S900,BUY,,Importado de Excel,1.13607,,,1,,,,,,,,,,WIN,0.92,54000,Importado de cuenta_real.xlsx
2025-11-17 21:49:37,66938591,EUR/USD OTC,S1800,BUY,,Importado de Excel,1.13672,,,1,,,,,,,,,,LOSS,-1.0,108000,Importado de cuenta_real.xlsx
2025-11-17 22:20:26,d2153004,EUR/USD OTC,S900,BUY,,Importado de Excel,1.13614,,,1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-17 22:36:15,be10cced,EUR/USD OTC,S600,BUY,,Importado de Excel,1.13591,,,1,,,,,,,,,,WIN,0.92,36000,Importado de cuenta_real.xlsx
2025-11-17 22:47:04,baa16fa7,USD/MXN OTC,S1800,BUY,,Importado de Excel,18.2082,,,1,,,,,,,,,,LOSS,-1.0,108000,Importado de cuenta_real.xlsx
2025-11-17 23:17:54,0644f3dc,EUR/USD OTC,S600,BUY,,Importado de Excel,1.13657,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-17 23:28:44,86d5c015,USD/MXN OTC,S1800,BUY,,Importado de Excel,18.1461,,,1,,,,,,,,,,WIN,0.87,108000,Importado de cuenta_real.xlsx
