timestamp,trade_id,pair,timeframe,decision,signal_score,pattern_detected,price,ema,rsi,ema_conf,tf_signal,atr,triangle_active,reversal_candle,near_support,near_resistance,support_level,resistance_level,htf_signal,result,profit_loss,expiry_time,notes
2025-11-19 00:03:13,9b9898f9,EUR/USD OTC,S600,BUY,,Importado de Excel,1.16463,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-19 00:14:01,886e4608,EUR/USD OTC,S300,BUY,,Importado de Excel,1.16414,,,1,,,,,,,,,,WIN,0.92,18000,Importado de cuenta_real.xlsx
2025-11-19 00:19:49,702fe277,EUR/USD OTC,S1800,BUY,,Importado de Excel,1.1647,,,1,,,,,,,,,,LOSS,-1.0,108000,Importado de cuenta_real.xlsx
2025-11-19 00:50:37,49204a6a,USD/JPY OTC,S300,SELL,,Importado de Excel,155.135,,,-1,,,,,,,,,,WIN,0.92,18000,Importado de cuenta_real.xlsx
2025-11-19 00:56:25,5d8110c3,AUD/USD OTC,S900,BUY,,Importado de Excel,0.67107,,,1,,,,,,,,,,WIN,0.92,54000,Importado de cuenta_real.xlsx
2025-11-19 01:12:22,59ae0a4f,USD/JPY OTC,S300,SELL,,Importado de Excel,154.897,,,-1,,,,,,,,,,WIN,0.42,18000,Importado de cuenta_real.xlsx
2025-11-19 01:18:11,df574e2a,USD/JPY OTC,S600,SELL,,Importado de Excel,154.903,,,-1,,,,,,,,,,WIN,0.43,36000,Importado de cuenta_real.xlsx
2025-11-19 01:28:59,8ca8c181,USD/COP OTC,S900,SELL,,Importado de Excel,3750.08,,,-1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-19 01:44:47,eded67da,EUR/USD OTC,S1800,BUY,,Importado de Excel,1.16435,,,1,,,,,,,,,,WIN,0.91,108000,Importado de cuenta_real.xlsx
2025-11-19 02:15:35,5c6973b9,EUR/USD OTC,S1800,BUY,,Importado de Excel,1.16817,,,1,,,,,,,,,,WIN,0.91,108000,Importado de cuenta_real.xlsx
2025-11-19 02:46:23,c87a2eca,GBP/USD OTC,S600,SELL,,Importado de Excel,1.32548,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-19 02:57:19,1ceca998,USD/MXN OTC,S600,SELL,,Importado de Excel,17.989,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-19 03:08:09,9bc53bee,USD/ARS OTC,S600,SELL,,Importado de Excel,1184.36,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-19 03:19:15,71fcb652,GBP/USD OTC,S900,SELL,,Importado de Excel,1.32631,,,-1,,,,,,,,,,WIN,0.62,54000,Importado de cuenta_real.xlsx
