timestamp,trade_id,pair,timeframe,decision,signal_score,pattern_detected,price,ema,rsi,ema_conf,tf_signal,atr,triangle_active,reversal_candle,near_support,near_resistance,support_level,resistance_level,htf_signal,result,profit_loss,expiry_time,notes
2025-11-20 02:17:55,03f5c5cd,GBP/USD OTC,S300,SELL,,Importado de Excel,1.29556,,,-1,,,,,,,,,,WIN,0.92,18000,Importado de cuenta_real.xlsx
2025-11-20 02:23:43,118f291b,USD/ARS OTC,S600,SELL,,Importado de Excel,1167.35,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-20 02:34:31,ddd4d04c,EUR/USD OTC,S600,BUY,,Importado de Excel,1.15363,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-20 02:45:20,7942ba88,USD/JPY OTC,S1800,BUY,,Importado de Excel,156.799,,,1,,,,,,,,,,WIN,0.44,108000,Importado de cuenta_real.xlsx
2025-11-20 03:16:08,570d3d4d,GBP/USD OTC,S900,SELL,,Importado de Excel,1.29402,,,-1,,,,,,,,,,WIN,0.65,54000,Importado de cuenta_real.xlsx
2025-11-20 03:31:56,41b8b0df,AUD/USD OTC,S300,BUY,,Importado de Excel,0.67251,,,1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-20 03:37:44,bc856106,USD/JPY OTC,S1800,BUY,,Importado de Excel,156.786,,,1,,,,,,,,,,LOSS,-1.0,108000,Importado de cuenta_real.xlsx
2025-11-20 04:08:33,832cbf88,AUD/USD OTC,S600,BUY,,Importado de Excel,0.67249,,,1,,,,,,,,,,WIN,0.91,36000,Importado de cuenta_real.xlsx
2025-11-20 04:19:22,584ef510,AUD/USD OTC,S600,BUY,,Importado de Excel,0.67304,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-20 04:30:09,851eb358,EUR/USD OTC,S300,SELL,,Importado de Excel,1.15388,,,-1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-20 04:35:58,a7dfc186,GBP/USD OTC,S1800,SELL,,Importado de Excel,1.2913,,,-1,,,,,,,,,,WIN,0.59,108000,Importado de cuenta_real.xlsx
2025-11-20 05:06:46,e7db3e0c,AUD/USD OTC,S900,BUY,,Importado de Excel,0.66962,,,1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 05:22:35,67155bf0,AUD/USD OTC,S600,BUY,,Importado de Excel,0.66923,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-20 05:33:23,ba392f6f,AUD/CAD OTC,S300,SELL,,Importado de Excel,0.87222,,,-1,,,,,,,,,,WIN,0.92,18000,Importado de cuenta_real.xlsx
2025-11-20 05:39:11,c3b958fe,GBP/USD OTC,S1800,SELL,,Importado de Excel,1.2961,,,-1,,,,,,,,,,WIN,0.44,108000,Importado de cuenta_real.xlsx
2025-11-20 06:09:59,e0a8f9a4,AUD/CAD OTC,S1800,SELL,,Importado de Excel,0.87022,,,-1,,,,,,,,,,WIN,0.84,108000,Importado de cuenta_real.xlsx
2025-11-20 06:40:48,a7a329e2,AUD/CAD OTC,S900,SELL,,Importado de Excel,0.86771,,,-1,,,,,,,,,,WIN,0.89,54000,Importado de cuenta_real.xlsx
2025-11-20 06:56:37,b3c67dc2,AUD/CAD OTC,S1800,SELL,,Importado de Excel,0.86485,,,-1,,,,,,,,,,WIN,0.91,108000,Importado de cuenta_real.xlsx
2025-11-20 07:27:24,1c7ed7f1,GBP/USD OTC,S900,SELL,,Importado de Excel,1.29536,,,-1,,,,,,,,,,WIN,0.92,54000,Importado de cuenta_real.xlsx
2025-11-20 07:43:12,fd9debd3,USD/JPY OTC,S300,SELL,,Importado de Excel,156.465,,,-1,,,,,,,,,,WIN,0.92,18000,Importado de cuenta_real.xlsx
2025-11-20 07:49:02,e3f21f7f,USD/ARS OTC,S900,BUY,,Importado de Excel,1169.94,,,1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 08:04:50,45450857,USD/COP OTC,S900,BUY,,Importado de Excel,3767.96,,,1,,,,,,,,,,WIN,0.89,54000,Importado de cuenta_real.xlsx
2025-11-20 08:20:38,064fc4ab,GBP/USD OTC,S300,BUY,,Importado de Excel,1.29402,,,1,,,,,,,,,,WIN,0.9,18000,Importado de cuenta_real.xlsx
2025-11-20 08:26:27,4b3e0922,GBP/USD OTC,S300,BUY,,Importado de Excel,1.2946,,,1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-20 08:32:15,17ba82a7,USD/JPY OTC,S600,SELL,,Importado de Excel,156.684,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-20 08:43:04,19e69f5c,USD/JPY OTC,S600,SELL,,Importado de Excel,156.809,,,-1,,,,,,,,,,WIN,0.86,36000,Importado de cuenta_real.xlsx
2025-11-20 08:53:52,8ba487c6,USD/JPY OTC,S900,SELL,,Importado de Excel,156.76,,,-1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 09:09:41,0fcf56ab,AUD/CAD OTC,S600,SELL,,Importado de Excel,0.8583,,,-1,,,,,,,,,,WIN,0.92,36000,Importado de cuenta_real.xlsx
2025-11-20 09:20:29,a72cf1a9,AUD/CAD OTC,S1800,SELL,,Importado de Excel,0.85526,,,-1,,,,,,,,,,WIN,0.92,108000,Importado de cuenta_real.xlsx
2025-11-20 09:51:18,438e51ba,USD/CAD OTC,S300,SELL,,Importado de Excel,1.39793,,,-1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-20 09:57:07,a29a4f65,AUD/CAD OTC,S300,SELL,,Importado de Excel,0.85268,,,-1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-20 10:02:55,f4cdd261,AUD/CAD OTC,S1800,SELL,,Importado de Excel,0.85306,,,-1,,,,,,,,,,LOSS,-1.0,108000,Importado de cuenta_real.xlsx
2025-11-20 10:33:44,8ac5e5bf,USD/JPY OTC,S300,BUY,,Importado de Excel,157.205,,,1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-20 10:39:33,a986e262,AUD/CAD OTC,S900,SELL,,Importado de Excel,0.85873,,,-1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 10:55:21,8c226611,AUD/CAD OTC,S900,SELL,,Importado de Excel,0.86524,,,-1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 11:11:10,d5be574b,EUR/USD OTC,S600,SELL,,Importado de Excel,1.15534,,,-1,,,,,,,,,,WIN,0.92,36000,Importado de cuenta_real.xlsx
2025-11-20 11:21:59,495c2ee2,EUR/USD OTC,S900,SELL,,Importado de Excel,1.15458,,,-1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 11:37:48,9a882462,AUD/CAD OTC,S600,SELL,,Importado de Excel,0.86661,,,-1,,,,,,,,,,WIN,0.92,36000,Importado de cuenta_real.xlsx
2025-11-20 11:48:37,3462be08,USD/JPY OTC,S600,BUY,,Importado de Excel,157.127,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-20 11:59:26,170fc859,GBP/USD OTC,S300,SELL,,Importado de Excel,1.28474,,,-1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-20 12:05:15,c310dbc4,USD/JPY OTC,S600,BUY,,Importado de Excel,157.168,,,1,,,,,,,,,,WIN,0.92,36000,Importado de cuenta_real.xlsx
2025-11-20 12:16:04,0e033d91,AUD/CAD OTC,S1800,SELL,,Importado de Excel,0.86684,,,-1,,,,,,,,,,LOSS,-1.0,108000,Importado de cuenta_real.xlsx
2025-11-20 12:46:53,e964314b,USD/JPY OTC,S600,BUY,,Importado de Excel,157.574,,,1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-20 12:57:42,8ea9afe8,USD/JPY OTC,S900,BUY,,Importado de Excel,157.398,,,1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 13:13:31,2894b7bc,USD/JPY OTC,S900,BUY,,Importado de Excel,157.313,,,1,,,,,,,,,,WIN,0.92,54000,Importado de cuenta_real.xlsx
2025-11-20 13:29:20,fa082f52,USD/JPY OTC,S900,BUY,,Importado de Excel,157.558,,,1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 13:45:10,f238737b,GBP/USD OTC,S300,SELL,,Importado de Excel,1.2824,,,-1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
2025-11-20 13:51:00,a12517f4,EUR/USD OTC,S600,BUY,,Importado de Excel,1.15716,,,1,,,,,,,,,,WIN,0.92,36000,Importado de cuenta_real.xlsx
2025-11-20 14:01:49,ed697f94,GBP/USD OTC,S900,SELL,,Importado de Excel,1.28111,,,-1,,,,,,,,,,WIN,0.92,54000,Importado de cuenta_real.xlsx
2025-11-20 14:17:39,3d12202f,GBP/USD OTC,S900,SELL,,Importado de Excel,1.27837,,,-1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 14:33:29,f8c946a1,USD/JPY OTC,S1800,BUY,,Importado de Excel,157.363,,,1,,,,,,,,,,WIN,0.67,108000,Importado de cuenta_real.xlsx
2025-11-20 15:04:20,ed85762f,GBP/USD OTC,S1800,SELL,,Importado de Excel,1.27596,,,-1,,,,,,,,,,WIN,0.74,108000,Importado de cuenta_real.xlsx
2025-11-20 15:35:10,57e4c1f3,EUR/USD OTC,S900,BUY,,Importado de Excel,1.15609,,,1,,,,,,,,,,LOSS,-1.0,54000,Importado de cuenta_real.xlsx
2025-11-20 15:51:00,d2e85097,USD/ARS OTC,S900,SELL,,Importado de Excel,1171.86,,,-1,,,,,,,,,,WIN,0.71,54000,Importado de cuenta_real.xlsx
2025-11-20 16:06:49,c58634db,USD/JPY OTC,S1800,BUY,,Importado de Excel,157.882,,,1,,,,,,,,,,WIN,0.92,108000,Importado de cuenta_real.xlsx
2025-11-20 20:23:49,f0a7fabf,AUD/USD OTC,S300,SELL,,Importado de Excel,0.66979,,,-1,,,,,,,,,,WIN,0.91,18000,Importado de cuenta_real.xlsx
2025-11-20 20:29:16,f04e796e,GBP/USD OTC,S600,SELL,,Importado de Excel,1.27197,,,-1,,,,,,,,,,LOSS,-1.0,36000,Importado de cuenta_real.xlsx
2025-11-20 22:24:13,d794f9ed,USD/ARS OTC,S1800,BUY,,Importado de Excel,1176.48,,,1,,,,,,,,,,LOSS,-1.0,108000,Importado de cuenta_real.xlsx
2025-11-20 22:56:16,05637b7f,USD/MXN OTC,S1800,BUY,,Importado de Excel,18.7065,,,1,,,,,,,,,,LOSS,-1.0,108000,Importado de cuenta_real.xlsx
2025-11-20 23:41:56,157a925d,USD/CAD OTC,S600,BUY,,Importado de Excel,1.40762,,,1,,,,,,,,,,WIN,0.92,36000,Importado de cuenta_real.xlsx
2025-11-20 23:55:59,f9fd29e4,USD/CAD OTC,S300,BUY,,Importado de Excel,1.40836,,,1,,,,,,,,,,LOSS,-1.0,18000,Importado de cuenta_real.xlsx
